Timestamp,VOC(ug/m³),HCHO(ug/m³),PM2.5(ug/m³)
2025-03-27T19:33:41.166075,1790,18,366
2025-03-27T19:33:42.319023,1810,18,368
2025-03-27T19:33:43.475619,1820,18,372
2025-03-27T19:33:44.646618,1800,18,375
2025-03-27T19:33:45.972004,1780,18,381
2025-03-27T19:33:47.296424,1740,18,383
2025-03-27T19:33:47.298727,1700,18,385
2025-03-27T19:33:48.634668,1710,18,383
2025-03-27T19:33:49.976424,1730,18,385
2025-03-27T19:33:51.318278,1750,18,386
2025-03-27T19:33:51.320465,1750,18,387
2025-03-27T19:33:52.662203,1750,18,387
2025-03-27T19:33:54.044705,1770,18,387
2025-03-27T19:33:55.394658,1780,18,387
2025-03-27T19:33:55.396867,1790,18,391
2025-03-27T19:33:56.750637,1790,18,392
2025-03-27T19:33:57.931913,1810,18,392
2025-03-27T19:33:59.127065,1850,18,392
2025-03-27T19:33:59.128213,1870,18,393
2025-03-27T19:34:00.324785,1920,18,395
2025-03-27T19:34:01.528016,1990,18,392
2025-03-27T19:34:02.731741,2030,18,396
2025-03-27T19:34:03.928867,2040,19,405
2025-03-27T19:34:05.136380,2050,19,410
2025-03-27T19:34:05.137616,2090,19,416
2025-03-27T19:34:06.350475,2180,19,415
2025-03-27T19:34:07.554680,2210,19,421
2025-03-27T19:34:08.766228,2220,20,427
2025-03-27T19:34:09.972240,2240,20,440
2025-03-27T19:34:11.188149,2250,20,448
2025-03-27T19:34:11.189383,2350,20,456
2025-03-27T19:34:12.408074,2410,20,465
2025-03-27T19:34:13.646937,2430,20,473
2025-03-27T19:34:14.889003,2420,20,473
2025-03-27T19:34:16.131922,2390,20,481
2025-03-27T19:34:16.134209,2350,20,490
2025-03-27T19:34:17.376922,2350,20,497
2025-03-27T19:34:18.625392,2280,20,504
2025-03-27T19:34:19.847921,2240,20,511
2025-03-27T19:34:21.088090,2240,20,516
2025-03-27T19:34:22.327332,2160,20,521
2025-03-27T19:34:22.329602,2120,20,523
2025-03-27T19:34:23.576258,2100,20,527
2025-03-27T19:34:24.817907,2100,20,533
2025-03-27T19:34:26.059179,2070,20,536
2025-03-27T19:34:27.313371,2050,20,538
2025-03-27T19:34:27.314588,2040,20,537
2025-03-27T19:34:28.560990,2030,20,538
2025-03-27T19:34:29.832504,2020,20,537
2025-03-27T19:34:31.080008,2020,19,537
2025-03-27T19:34:32.335373,2010,19,532
2025-03-27T19:34:32.336510,1930,19,526
2025-03-27T19:34:33.597534,1870,19,511
2025-03-27T19:34:34.856848,1850,18,503
2025-03-27T19:34:36.118821,1760,18,493
2025-03-27T19:34:37.400616,1690,18,490
2025-03-27T19:34:37.402944,1650,18,490
2025-03-27T19:34:38.676598,1630,18,479
2025-03-27T19:34:39.947844,1630,18,468
2025-03-27T19:34:41.225453,1550,18,454
2025-03-27T19:34:41.227703,1490,18,443
2025-03-27T19:34:42.513205,1470,18,433
2025-03-27T19:34:43.802963,1450,18,420
2025-03-27T19:34:45.101211,1410,18,411
2025-03-27T19:34:46.377885,1400,18,397
2025-03-27T19:34:46.379028,1390,18,389
2025-03-27T19:34:47.690147,1370,18,380
2025-03-27T19:34:48.976105,1360,18,381
2025-03-27T19:34:50.284029,1360,18,373
2025-03-27T19:34:50.286347,1370,18,366
2025-03-27T19:34:51.584044,1360,18,355
2025-03-27T19:34:52.891982,1390,18,348
2025-03-27T19:34:54.200286,1450,18,342
2025-03-27T19:34:55.510007,1510,18,334
2025-03-27T19:34:55.512228,1530,19,330
2025-03-27T19:34:56.823300,1550,19,328
2025-03-27T19:34:58.146634,1560,19,331
2025-03-27T19:34:59.465990,1550,19,329
2025-03-27T19:34:59.467137,1540,19,329
2025-03-27T19:35:00.802544,1540,19,329
2025-03-27T19:35:02.138721,1520,19,328
2025-03-27T19:35:03.455954,1500,19,327
2025-03-27T19:35:03.456623,1470,19,326
2025-03-27T19:35:04.807458,1460,19,320
2025-03-27T19:35:06.146453,1450,19,319
2025-03-27T19:35:07.489292,1440,19,325
2025-03-27T19:35:07.491690,1410,19,322
2025-03-27T19:35:08.840219,1400,19,320
2025-03-27T19:35:10.192393,1390,19,311
2025-03-27T19:35:11.544305,1380,18,309
2025-03-27T19:35:11.545542,1380,18,307
2025-03-27T19:35:12.919510,1380,18,305
2025-03-27T19:35:14.257290,1380,18,304
2025-03-27T19:35:14.259759,1370,18,302
2025-03-27T19:35:15.621615,1370,19,302
2025-03-27T19:35:16.994749,1390,19,301
2025-03-27T19:35:18.352060,1430,19,300
2025-03-27T19:35:18.353201,1430,19,299
2025-03-27T19:35:19.730131,1400,19,298
2025-03-27T19:35:21.102705,1400,18,297
2025-03-27T19:35:22.490653,1400,18,297
2025-03-27T19:35:22.491885,1390,18,297
2025-03-27T19:35:23.853234,1400,18,295
2025-03-27T19:35:25.231321,1420,18,294
2025-03-27T19:35:26.637563,1420,18,293
2025-03-27T19:35:26.640020,1420,18,290
2025-03-27T19:35:28.007849,1420,18,288
2025-03-27T19:35:29.420327,1420,18,286
2025-03-27T19:35:29.421469,1420,19,284
2025-03-27T19:35:30.835303,1430,19,282
2025-03-27T19:35:32.231738,1430,19,280
2025-03-27T19:35:33.632492,1430,19,278
2025-03-27T19:35:33.633707,1430,19,278
2025-03-27T19:35:35.042901,1430,19,277
2025-03-27T19:35:36.474320,1430,19,276
2025-03-27T19:35:36.475527,1440,19,275
2025-03-27T19:35:37.887818,1430,19,275
2025-03-27T19:35:39.292814,1440,19,275
2025-03-27T19:35:40.704082,1450,19,277
2025-03-27T19:35:40.704082,1470,19,279
2025-03-27T19:35:42.113990,1500,19,280
2025-03-27T19:35:43.530498,1520,19,283
2025-03-27T19:35:43.531650,1540,19,286
2025-03-27T19:35:44.936006,1570,19,289
2025-03-27T19:35:46.364278,1620,19,289
2025-03-27T19:35:46.366598,1660,19,291
2025-03-27T19:35:47.808043,1680,19,294
2025-03-27T19:35:49.238678,1710,19,298
2025-03-27T19:35:50.690182,1740,19,303
2025-03-27T19:35:50.692397,1760,19,308
2025-03-27T19:35:52.134666,1780,19,318
2025-03-27T19:35:53.584200,1810,20,323
2025-03-27T19:35:53.585341,1820,20,329
2025-03-27T19:35:55.031392,1850,20,333
2025-03-27T19:35:56.470678,1890,20,342
2025-03-27T19:35:56.471875,1920,20,352
2025-03-27T19:35:57.925597,1940,20,362
2025-03-27T19:35:59.371882,1960,20,374
2025-03-27T19:35:59.375632,1980,20,387
2025-03-27T19:36:00.843147,1980,20,400
2025-03-27T19:36:02.294003,1990,20,414
2025-03-27T19:36:03.776507,2040,20,429
2025-03-27T19:36:03.777774,2090,21,448
2025-03-27T19:36:05.267449,2120,21,461
2025-03-27T19:36:06.751596,2160,21,473
2025-03-27T19:36:06.752811,2170,21,483
2025-03-27T19:36:08.262120,2170,21,493
2025-03-27T19:36:09.760251,2150,21,493
2025-03-27T19:36:09.762532,2210,21,509
2025-03-27T19:36:11.248642,2450,21,517
2025-03-27T19:36:12.744971,2540,21,523
2025-03-27T19:36:12.746073,2630,21,517
2025-03-27T19:36:14.234872,2650,21,522
2025-03-27T19:36:15.725134,2580,21,526
2025-03-27T19:36:15.725134,2580,21,532
2025-03-27T19:36:17.253642,2530,21,535
2025-03-27T19:36:18.774064,2450,21,538
2025-03-27T19:36:18.776180,2360,21,544
2025-03-27T19:36:21.095622,2330,21,546
2025-03-27T19:36:21.096928,2240,21,547
2025-03-27T19:36:23.792901,2160,21,544
2025-03-27T19:36:23.793949,2130,21,544
2025-03-27T19:36:23.793949,2120,21,544
2025-03-27T19:36:26.033990,2110,20,550
2025-03-27T19:36:26.033990,2100,20,550
2025-03-27T19:36:27.586999,2100,20,550
2025-03-27T19:36:27.588073,2090,20,540
2025-03-27T19:36:29.139755,2090,20,539
2025-03-27T19:36:30.695514,2050,20,542
2025-03-27T19:36:30.696691,2030,20,542
2025-03-27T19:36:32.273484,2010,20,539
2025-03-27T19:36:33.846759,2020,20,535
2025-03-27T19:36:33.847702,2020,20,532
2025-03-27T19:36:35.431726,2020,21,529
2025-03-27T19:36:37.026573,2010,21,526
2025-03-27T19:36:37.027793,2020,21,522
2025-03-27T19:36:38.599193,2070,21,519
2025-03-27T19:36:38.600320,2100,21,516
2025-03-27T19:36:40.191977,2120,21,510
2025-03-27T19:36:41.783733,2130,21,509
2025-03-27T19:36:41.784917,2110,21,508
2025-03-27T19:36:43.359137,2110,21,508
2025-03-27T19:36:44.939480,2090,21,508
2025-03-27T19:36:44.940623,2090,21,507
2025-03-27T19:36:46.521788,2050,21,506
2025-03-27T19:36:46.522871,2040,21,505
2025-03-27T19:36:48.115186,2050,21,504
2025-03-27T19:36:49.712045,2070,21,510
2025-03-27T19:36:49.713239,2100,21,509
2025-03-27T19:36:51.322593,2100,21,506
2025-03-27T19:36:52.940817,2040,21,504
2025-03-27T19:36:52.941827,2030,21,503
2025-03-27T19:36:54.547222,2020,21,503
2025-03-27T19:36:54.548489,2040,21,502
2025-03-27T19:36:56.191509,2090,21,502
2025-03-27T19:36:57.823360,2090,21,501
2025-03-27T19:36:57.823360,2140,21,492
2025-03-27T19:36:59.465567,2180,21,492
2025-03-27T19:37:01.078249,2200,21,492
2025-03-27T19:37:01.079380,2220,21,500
2025-03-27T19:37:02.689890,2260,22,501
2025-03-27T19:37:02.689890,2300,22,502
2025-03-27T19:37:04.326873,2330,22,502
2025-03-27T19:37:05.990255,2320,22,504
2025-03-27T19:37:05.991538,2280,22,505
2025-03-27T19:37:07.639556,2240,22,511
2025-03-27T19:37:07.641865,2210,22,513
2025-03-27T19:37:09.296283,2150,22,516
2025-03-27T19:37:10.975746,2110,22,513
2025-03-27T19:37:10.976849,2050,21,514
2025-03-27T19:37:12.621004,2010,21,512
2025-03-27T19:37:12.622079,2010,21,511
2025-03-27T19:37:14.256911,1940,21,510
2025-03-27T19:37:15.955379,1910,21,510
2025-03-27T19:37:15.956476,1890,21,507
2025-03-27T19:37:17.595992,1850,21,507
2025-03-27T19:37:17.597187,1830,21,502
2025-03-27T19:37:19.241639,1830,21,491
2025-03-27T19:37:20.919845,1800,21,484
2025-03-27T19:37:20.922098,1800,20,477
2025-03-27T19:37:22.604429,1730,20,477
2025-03-27T19:37:22.605573,1700,20,469
2025-03-27T19:37:24.298465,1700,20,460
2025-03-27T19:37:25.987062,1620,20,447
2025-03-27T19:37:25.988220,1580,20,436
2025-03-27T19:37:27.677782,1520,20,426
2025-03-27T19:37:27.678925,1480,19,412
2025-03-27T19:37:29.367345,1460,19,400
2025-03-27T19:37:31.169827,1450,19,389
2025-03-27T19:37:31.171066,1400,19,382
2025-03-27T19:37:32.931988,1370,19,370
2025-03-27T19:37:32.934202,1360,19,361
2025-03-27T19:37:34.679184,1350,18,351
2025-03-27T19:37:34.681511,1340,19,340
2025-03-27T19:37:36.394291,1330,19,327
2025-03-27T19:37:38.109640,1300,19,319
2025-03-27T19:37:38.110778,1290,19,311
2025-03-27T19:37:39.853171,1290,18,302
2025-03-27T19:37:39.854303,1290,18,302
2025-03-27T19:37:41.556495,1280,18,295
2025-03-27T19:37:43.241771,1280,18,289
2025-03-27T19:37:43.242859,1280,18,287
2025-03-27T19:37:44.958724,1270,18,282
2025-03-27T19:37:44.959816,1260,18,278
2025-03-27T19:37:46.753614,1250,18,274
2025-03-27T19:37:46.754749,1240,18,271
2025-03-27T19:37:49.009084,1240,18,269
2025-03-27T19:37:49.009084,1230,18,265
2025-03-27T19:37:50.750423,1240,18,263
2025-03-27T19:37:50.751547,1230,18,261
2025-03-27T19:37:52.489311,1220,18,259
2025-03-27T19:37:54.299477,1220,18,257
2025-03-27T19:37:54.300617,1210,18,255
2025-03-27T19:37:56.032400,1210,18,252
2025-03-27T19:37:56.033531,1190,18,249
2025-03-27T19:37:57.793791,1190,18,245
2025-03-27T19:37:57.794930,1180,18,242
2025-03-27T19:37:59.533821,1180,18,239
2025-03-27T19:38:01.344960,1170,18,234
2025-03-27T19:38:01.346104,1180,18,231
2025-03-27T19:38:03.095648,1170,18,229
2025-03-27T19:38:03.096673,1170,18,229
2025-03-27T19:38:04.890971,1160,18,230
2025-03-27T19:38:04.892158,1140,18,228
2025-03-27T19:38:06.669309,1150,18,226
2025-03-27T19:38:08.482571,1140,18,224
2025-03-27T19:38:08.485561,1140,18,222
2025-03-27T19:38:10.243282,1130,18,221
2025-03-27T19:38:10.244389,1130,18,221
2025-03-27T19:38:12.073463,1120,18,219
2025-03-27T19:38:12.074519,1120,18,218
2025-03-27T19:38:13.913163,1110,18,215
2025-03-27T19:38:13.913163,1110,18,213
2025-03-27T19:38:15.732052,1100,18,213
2025-03-27T19:38:15.733166,1100,18,211
2025-03-27T19:38:17.546122,1100,18,209
2025-03-27T19:38:19.397086,1100,18,205
2025-03-27T19:38:19.398232,1080,18,203
2025-03-27T19:38:21.194226,1080,18,201
2025-03-27T19:38:21.195368,1070,18,201
2025-03-27T19:38:23.050913,1070,18,199
2025-03-27T19:38:23.052117,1070,18,198
2025-03-27T19:38:24.917189,1060,18,199
2025-03-27T19:38:24.917189,1060,18,198
2025-03-27T19:38:26.742843,1050,18,198
2025-03-27T19:38:28.735884,1050,18,196
2025-03-27T19:38:28.735884,1050,18,193
2025-03-27T19:38:30.677088,1040,18,192
2025-03-27T19:38:30.677088,1040,18,190
2025-03-27T19:38:32.594737,1040,18,185
2025-03-27T19:38:32.594737,1020,18,183
2025-03-27T19:38:34.495543,1010,18,181
2025-03-27T19:38:34.495543,1000,18,181
2025-03-27T19:38:36.495524,1000,18,179
2025-03-27T19:38:36.495524,960,17,180
2025-03-27T19:38:38.562647,950,17,178
2025-03-27T19:38:38.562647,940,17,176
2025-03-27T19:38:40.611053,940,17,174
2025-03-27T19:38:40.612200,930,17,172
2025-03-27T19:38:42.596913,920,17,170
2025-03-27T19:38:42.597948,910,17,168
2025-03-27T19:38:44.588784,900,17,166
2025-03-27T19:38:44.588784,890,17,163
2025-03-27T19:38:46.659362,880,17,162
2025-03-27T19:38:46.659362,880,17,159
2025-03-27T19:38:48.640947,880,17,157
2025-03-27T19:38:48.640947,860,17,153
2025-03-27T19:38:50.631469,870,17,153
2025-03-27T19:38:50.631469,870,17,151
2025-03-27T19:38:52.620369,860,17,148
2025-03-27T19:38:52.620369,860,17,146
2025-03-27T19:38:54.659431,860,17,144
2025-03-27T19:38:54.659431,850,17,141
2025-03-27T19:38:56.757813,850,17,140
2025-03-27T19:38:56.758918,840,17,138
2025-03-27T19:38:58.804272,840,17,135
2025-03-27T19:38:58.804272,830,17,132
2025-03-27T19:39:00.830489,830,17,130
2025-03-27T19:39:00.830489,820,17,129
2025-03-27T19:39:02.877947,820,17,126
2025-03-27T19:39:02.877947,800,17,124
2025-03-27T19:39:02.879114,790,16,124
2025-03-27T19:39:04.852397,790,16,122
2025-03-27T19:39:06.964922,780,16,120
2025-03-27T19:39:06.964922,780,15,118
2025-03-27T19:39:06.964922,750,14,116
2025-03-27T19:39:09.110848,740,13,115
2025-03-27T19:39:09.110848,740,12,114
2025-03-27T19:39:11.235521,740,12,113
2025-03-27T19:39:11.235521,720,12,112
2025-03-27T19:39:13.348405,710,11,112
2025-03-27T19:39:13.348405,700,11,110
2025-03-27T19:39:15.508882,690,10,109
2025-03-27T19:39:15.508882,670,10,108
2025-03-27T19:39:17.600265,680,9,107
2025-03-27T19:39:17.600265,690,9,106
2025-03-27T19:39:19.833661,690,9,101
2025-03-27T19:39:19.833661,700,10,100
2025-03-27T19:39:22.351897,700,11,99
2025-03-27T19:39:22.351897,690,12,100
2025-03-27T19:39:22.353000,670,13,99
2025-03-27T19:39:25.142039,670,13,99
2025-03-27T19:39:25.142039,680,15,97
2025-03-27T19:39:25.143133,680,14,96
2025-03-27T19:39:27.668744,680,13,95
2025-03-27T19:39:27.669740,680,13,95
2025-03-27T19:39:30.210974,680,12,94
2025-03-27T19:39:30.212088,670,12,93
2025-03-27T19:39:30.212088,670,11,94
2025-03-27T19:39:32.581691,670,11,93
2025-03-27T19:39:32.582835,670,10,92
2025-03-27T19:39:34.830547,680,10,90
2025-03-27T19:39:34.830547,690,12,89
2025-03-27T19:39:37.292199,690,13,88
2025-03-27T19:39:37.293307,690,15,88
2025-03-27T19:39:37.293307,680,17,88
2025-03-27T19:39:39.539092,680,17,88
2025-03-27T19:39:39.540491,670,17,86
2025-03-27T19:39:41.974027,670,17,85
2025-03-27T19:39:41.974027,670,17,84
2025-03-27T19:39:41.974027,660,17,84
2025-03-27T19:39:44.456608,660,17,84
2025-03-27T19:39:44.456608,660,17,83
2025-03-27T19:39:47.154452,670,17,82
2025-03-27T19:39:47.154452,660,16,82
2025-03-27T19:39:47.154452,660,16,81
2025-03-27T19:39:49.677880,660,16,80
2025-03-27T19:39:49.677880,650,16,80
2025-03-27T19:39:52.130153,640,15,79
2025-03-27T19:39:52.130153,640,13,80
2025-03-27T19:39:52.130153,630,12,80
2025-03-27T19:39:54.515174,630,11,79
2025-03-27T19:39:54.515174,630,11,78
2025-03-27T19:39:56.898413,620,11,77
2025-03-27T19:39:56.899563,620,11,77
2025-03-27T19:39:59.395433,620,11,78
2025-03-27T19:39:59.395433,620,12,78
2025-03-27T19:39:59.396429,630,13,77
2025-03-27T19:40:01.854869,630,13,75
2025-03-27T19:40:01.855965,620,14,74
2025-03-27T19:40:04.281223,630,15,73
2025-03-27T19:40:04.281223,620,16,73
2025-03-27T19:40:04.281223,620,16,73
2025-03-27T19:40:06.712645,620,16,72
2025-03-27T19:40:06.712645,610,16,72
2025-03-27T19:40:09.182639,610,15,72
2025-03-27T19:40:09.182639,610,15,72
2025-03-27T19:40:09.183636,600,13,73
2025-03-27T19:40:11.673830,600,13,73
2025-03-27T19:40:11.673830,600,13,73
2025-03-27T19:40:14.169257,600,12,71
2025-03-27T19:40:14.169257,600,12,70
2025-03-27T19:40:14.169257,600,13,70
2025-03-27T19:40:16.673123,600,13,71
2025-03-27T19:40:16.673123,610,15,70
2025-03-27T19:40:19.180124,630,16,70
2025-03-27T19:40:19.180124,630,16,70
2025-03-27T19:40:19.180124,620,16,70
2025-03-27T19:40:21.674336,620,17,69
2025-03-27T19:40:21.674336,620,17,69
2025-03-27T19:40:24.210986,620,17,69
2025-03-27T19:40:24.212006,620,17,68
2025-03-27T19:40:24.212006,610,17,69
2025-03-27T19:40:26.692834,600,17,69
2025-03-27T19:40:26.692834,580,17,68
2025-03-27T19:40:29.221748,580,17,67
2025-03-27T19:40:29.221748,580,17,66
2025-03-27T19:40:29.221748,580,17,66
2025-03-27T19:40:31.690996,570,17,67
2025-03-27T19:40:31.690996,580,17,67
